replicate	transition	base_qc	removed_ei	removed_er	removed_subjects	rng	seed	draw_order
486	Q0_to_Q1	Q0_all	0	2	sub-006;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
486	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-102;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
487	Q0_to_Q1	Q0_all	0	2	sub-056;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
487	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-032;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
488	Q0_to_Q1	Q0_all	0	2	sub-082;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
488	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-044;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
489	Q0_to_Q1	Q0_all	0	2	sub-004;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
489	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-092;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
490	Q0_to_Q1	Q0_all	0	2	sub-008;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
490	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-088;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
491	Q0_to_Q1	Q0_all	0	2	sub-084;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
491	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-094;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
492	Q0_to_Q1	Q0_all	0	2	sub-026;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
492	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-094;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
493	Q0_to_Q1	Q0_all	0	2	sub-018;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
493	Q1_to_Q2	Q1_lenient	0	3	sub-106;sub-112;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
494	Q0_to_Q1	Q0_all	0	2	sub-056;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
494	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-068;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
495	Q0_to_Q1	Q0_all	0	2	sub-032;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
495	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-038;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
496	Q0_to_Q1	Q0_all	0	2	sub-112;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
496	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-056;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
497	Q0_to_Q1	Q0_all	0	2	sub-060;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
497	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-052;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
498	Q0_to_Q1	Q0_all	0	2	sub-060;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
498	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-088;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
499	Q0_to_Q1	Q0_all	0	2	sub-020;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
499	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-058;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
500	Q0_to_Q1	Q0_all	0	2	sub-004;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
500	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-058;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
501	Q0_to_Q1	Q0_all	0	2	sub-026;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
501	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-074;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
502	Q0_to_Q1	Q0_all	0	2	sub-018;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
502	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-062;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
503	Q0_to_Q1	Q0_all	0	2	sub-024;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
503	Q1_to_Q2	Q1_lenient	0	3	sub-072;sub-106;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
504	Q0_to_Q1	Q0_all	0	2	sub-046;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
504	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-032;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
505	Q0_to_Q1	Q0_all	0	2	sub-024;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
505	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-026;sub-036	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
506	Q0_to_Q1	Q0_all	0	2	sub-004;sub-008	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
506	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-092;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
507	Q0_to_Q1	Q0_all	0	2	sub-022;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
507	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-046;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
508	Q0_to_Q1	Q0_all	0	2	sub-022;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
508	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-026;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
509	Q0_to_Q1	Q0_all	0	2	sub-058;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
509	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-090;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
510	Q0_to_Q1	Q0_all	0	2	sub-022;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
510	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-094;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
511	Q0_to_Q1	Q0_all	0	2	sub-064;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
511	Q1_to_Q2	Q1_lenient	0	3	sub-070;sub-090;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
512	Q0_to_Q1	Q0_all	0	2	sub-016;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
512	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-066;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
513	Q0_to_Q1	Q0_all	0	2	sub-036;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
513	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-058;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
514	Q0_to_Q1	Q0_all	0	2	sub-044;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
514	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-032;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
515	Q0_to_Q1	Q0_all	0	2	sub-072;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
515	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-040;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
516	Q0_to_Q1	Q0_all	0	2	sub-002;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
516	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-068;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
517	Q0_to_Q1	Q0_all	0	2	sub-040;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
517	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-052;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
518	Q0_to_Q1	Q0_all	0	2	sub-056;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
518	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-062;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
519	Q0_to_Q1	Q0_all	0	2	sub-024;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
519	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-054;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
520	Q0_to_Q1	Q0_all	0	2	sub-046;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
520	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-072;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
521	Q0_to_Q1	Q0_all	0	2	sub-054;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
521	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-066;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
522	Q0_to_Q1	Q0_all	0	2	sub-044;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
522	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-070;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
523	Q0_to_Q1	Q0_all	0	2	sub-026;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
523	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-066;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
524	Q0_to_Q1	Q0_all	0	2	sub-018;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
524	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-018;sub-024	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
525	Q0_to_Q1	Q0_all	0	2	sub-022;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
525	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-050;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
526	Q0_to_Q1	Q0_all	0	2	sub-016;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
526	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-054;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
527	Q0_to_Q1	Q0_all	0	2	sub-006;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
527	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-050;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
528	Q0_to_Q1	Q0_all	0	2	sub-026;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
528	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-076;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
529	Q0_to_Q1	Q0_all	0	2	sub-050;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
529	Q1_to_Q2	Q1_lenient	0	3	sub-074;sub-080;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
530	Q0_to_Q1	Q0_all	0	2	sub-074;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
530	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-074;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
531	Q0_to_Q1	Q0_all	0	2	sub-022;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
531	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-066;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
532	Q0_to_Q1	Q0_all	0	2	sub-056;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
532	Q1_to_Q2	Q1_lenient	0	3	sub-064;sub-068;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
533	Q0_to_Q1	Q0_all	0	2	sub-038;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
533	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-106;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
534	Q0_to_Q1	Q0_all	0	2	sub-044;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
534	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-106;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
535	Q0_to_Q1	Q0_all	0	2	sub-056;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
535	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-062;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
536	Q0_to_Q1	Q0_all	0	2	sub-024;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
536	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-044;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
537	Q0_to_Q1	Q0_all	0	2	sub-094;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
537	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-026;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
538	Q0_to_Q1	Q0_all	0	2	sub-046;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
538	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-054;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
539	Q0_to_Q1	Q0_all	0	2	sub-102;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
539	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-096;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
540	Q0_to_Q1	Q0_all	0	2	sub-044;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
540	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-040;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
541	Q0_to_Q1	Q0_all	0	2	sub-046;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
541	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-070;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
542	Q0_to_Q1	Q0_all	0	2	sub-020;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
542	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-074;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
543	Q0_to_Q1	Q0_all	0	2	sub-044;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
543	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-060;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
544	Q0_to_Q1	Q0_all	0	2	sub-050;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
544	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-072;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
545	Q0_to_Q1	Q0_all	0	2	sub-046;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
545	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-054;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
546	Q0_to_Q1	Q0_all	0	2	sub-020;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
546	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-020;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
547	Q0_to_Q1	Q0_all	0	2	sub-010;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
547	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-026;sub-036	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
548	Q0_to_Q1	Q0_all	0	2	sub-054;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
548	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-070;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
549	Q0_to_Q1	Q0_all	0	2	sub-004;sub-022	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
549	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-016;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
550	Q0_to_Q1	Q0_all	0	2	sub-016;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
550	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-072;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
551	Q0_to_Q1	Q0_all	0	2	sub-058;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
551	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-076;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
552	Q0_to_Q1	Q0_all	0	2	sub-002;sub-010	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
552	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-090;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
553	Q0_to_Q1	Q0_all	0	2	sub-054;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
553	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-068;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
554	Q0_to_Q1	Q0_all	0	2	sub-102;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
554	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-038;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
555	Q0_to_Q1	Q0_all	0	2	sub-038;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
555	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-050;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
556	Q0_to_Q1	Q0_all	0	2	sub-046;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
556	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-022;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
557	Q0_to_Q1	Q0_all	0	2	sub-002;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
557	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-092;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
558	Q0_to_Q1	Q0_all	0	2	sub-046;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
558	Q1_to_Q2	Q1_lenient	0	3	sub-080;sub-098;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
559	Q0_to_Q1	Q0_all	0	2	sub-018;sub-020	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
559	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-032;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
560	Q0_to_Q1	Q0_all	0	2	sub-038;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
560	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-060;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
561	Q0_to_Q1	Q0_all	0	2	sub-032;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
561	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-054;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
562	Q0_to_Q1	Q0_all	0	2	sub-002;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
562	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-038;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
563	Q0_to_Q1	Q0_all	0	2	sub-058;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
563	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-026;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
564	Q0_to_Q1	Q0_all	0	2	sub-044;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
564	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-058;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
565	Q0_to_Q1	Q0_all	0	2	sub-020;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
565	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-094;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
566	Q0_to_Q1	Q0_all	0	2	sub-014;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
566	Q1_to_Q2	Q1_lenient	0	3	sub-070;sub-108;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
567	Q0_to_Q1	Q0_all	0	2	sub-040;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
567	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-050;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
568	Q0_to_Q1	Q0_all	0	2	sub-038;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
568	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-104;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
569	Q0_to_Q1	Q0_all	0	2	sub-112;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
569	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-074;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
570	Q0_to_Q1	Q0_all	0	2	sub-032;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
570	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-068;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
571	Q0_to_Q1	Q0_all	0	2	sub-046;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
571	Q1_to_Q2	Q1_lenient	0	3	sub-022;sub-040;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
572	Q0_to_Q1	Q0_all	0	2	sub-022;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
572	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-054;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
573	Q0_to_Q1	Q0_all	0	2	sub-038;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
573	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-050;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
574	Q0_to_Q1	Q0_all	0	2	sub-016;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
574	Q1_to_Q2	Q1_lenient	0	3	sub-074;sub-104;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
575	Q0_to_Q1	Q0_all	0	2	sub-022;sub-044	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
575	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-062;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
576	Q0_to_Q1	Q0_all	0	2	sub-046;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
576	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-046;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
577	Q0_to_Q1	Q0_all	0	2	sub-026;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
577	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-050;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
578	Q0_to_Q1	Q0_all	0	2	sub-030;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
578	Q1_to_Q2	Q1_lenient	0	3	sub-082;sub-094;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
579	Q0_to_Q1	Q0_all	0	2	sub-010;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
579	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-066;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
580	Q0_to_Q1	Q0_all	0	2	sub-014;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
580	Q1_to_Q2	Q1_lenient	0	3	sub-092;sub-106;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
581	Q0_to_Q1	Q0_all	0	2	sub-070;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
581	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-024;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
